0.000000000000000000e+00,-4.450993984937667847e-02
3.768844157457351685e-02,-5.141454935073852539e-01
7.537688314914703369e-02,-3.877905011177062988e-01
1.130653247237205505e-01,-1.145958676934242249e-01
1.507537662982940674e-01,-1.357637196779251099e-01
1.884422153234481812e-01,7.193446755409240723e-01
2.261306494474411011e-01,9.356588125228881836e-04
2.638190984725952148e-01,2.115017175674438477e-02
3.015075325965881348e-01,1.903088837862014771e-01
3.391959667205810547e-01,2.623402774333953857e-01
3.768844306468963623e-01,4.744506478309631348e-01
4.145728647708892822e-01,6.884816288948059082e-01
4.522612988948822021e-01,6.570867896080017090e-01
4.899497628211975098e-01,7.258836030960083008e-01
5.276381969451904297e-01,6.023906469345092773e-01
5.653266310691833496e-01,6.888107061386108398e-01
6.030150651931762695e-01,5.003387928009033203e-01
6.407034993171691895e-01,3.489618897438049316e-01
6.783919334411621094e-01,4.542421400547027588e-01
7.160804271697998047e-01,7.915558815002441406e-01
7.537688612937927246e-01,1.108547806739807129e+00
7.914572954177856445e-01,6.590923666954040527e-01
8.291457295417785645e-01,8.469438552856445312e-01
8.668341636657714844e-01,9.842757582664489746e-01
9.045225977897644043e-01,1.157902479171752930e+00
9.422110319137573242e-01,8.496270775794982910e-01
9.798995256423950195e-01,6.329773068428039551e-01
1.017587900161743164e+00,7.621415853500366211e-01
1.055276393890380859e+00,1.144684076309204102e+00
1.092964768409729004e+00,1.152086734771728516e+00
1.130653262138366699e+00,8.306441307067871094e-01
1.168341755867004395e+00,1.292324423789978027e+00
1.206030130386352539e+00,1.266186475753784180e+00
1.243718624114990234e+00,5.361834764480590820e-01
1.281406998634338379e+00,7.116829752922058105e-01
1.319095492362976074e+00,1.403030633926391602e+00
1.356783866882324219e+00,7.656375169754028320e-01
1.394472360610961914e+00,1.024003386497497559e+00
1.432160854339599609e+00,1.120743036270141602e+00
1.469849228858947754e+00,6.104503870010375977e-01
1.507537722587585449e+00,7.269791364669799805e-01
1.545226097106933594e+00,9.701550602912902832e-01
1.582914590835571289e+00,1.092258334159851074e+00
1.620602965354919434e+00,1.078125119209289551e+00
1.658291459083557129e+00,9.292149543762207031e-01
1.695979952812194824e+00,1.180561304092407227e+00
1.733668327331542969e+00,1.094242215156555176e+00
1.771356821060180664e+00,8.470047116279602051e-01
1.809045195579528809e+00,1.059793710708618164e+00
1.846733689308166504e+00,1.029964566230773926e+00
1.884422063827514648e+00,1.053495287895202637e+00
1.922110557556152344e+00,8.124064207077026367e-01
1.959799051284790039e+00,8.629600405693054199e-01
1.997487425804138184e+00,9.496805071830749512e-01
2.035175800323486328e+00,1.156053543090820312e+00
2.072864294052124023e+00,5.164333581924438477e-01
2.110552787780761719e+00,9.753155112266540527e-01
2.148241281509399414e+00,5.656901597976684570e-01
2.185929536819458008e+00,8.307489752769470215e-01
2.223618030548095703e+00,1.149923205375671387e+00
2.261306524276733398e+00,8.826990127563476562e-01
2.298995018005371094e+00,6.743037700653076172e-01
2.336683511734008789e+00,6.155260801315307617e-01
2.374371767044067383e+00,1.038097143173217773e+00
2.412060260772705078e+00,5.104356408119201660e-01
2.449748754501342773e+00,1.014031052589416504e+00
2.487437248229980469e+00,8.250837326049804688e-01
2.525125741958618164e+00,5.029132366180419922e-01
2.562813997268676758e+00,4.489542841911315918e-01
2.600502490997314453e+00,9.456131458282470703e-01
2.638190984725952148e+00,3.782083392143249512e-01
2.675879478454589844e+00,6.455814838409423828e-01
2.713567733764648438e+00,3.995824456214904785e-01
2.751256227493286133e+00,5.273881554603576660e-02
2.788944721221923828e+00,1.578868180513381958e-01
2.826633214950561523e+00,4.247406423091888428e-01
2.864321708679199219e+00,1.434743404388427734e-02
2.902009963989257812e+00,4.195663332939147949e-02
2.939698457717895508e+00,1.838945001363754272e-01
2.977386951446533203e+00,6.040275692939758301e-01
3.015075445175170898e+00,4.186428487300872803e-01
3.052763700485229492e+00,3.203214704990386963e-01
3.090452194213867188e+00,-1.189117506146430969e-02
3.128140687942504883e+00,-4.398717880249023438e-01
3.165829181671142578e+00,-3.252712488174438477e-01
3.203517675399780273e+00,7.626114040613174438e-02
3.241205930709838867e+00,-4.253633618354797363e-01
3.278894424438476562e+00,-2.080001533031463623e-01
3.316582918167114258e+00,-1.064828261733055115e-01
3.354271411895751953e+00,2.412815988063812256e-01
3.391959905624389648e+00,-1.398323029279708862e-01
3.429648160934448242e+00,-3.508772253990173340e-01
3.467336654663085938e+00,-5.696493387222290039e-01
3.505025148391723633e+00,-2.194318622350692749e-01
3.542713642120361328e+00,-1.946824491024017334e-01
3.580401897430419922e+00,-6.477723717689514160e-01
3.618090391159057617e+00,-2.632697224617004395e-01
3.655778884887695312e+00,-7.380862832069396973e-01
3.693467378616333008e+00,-3.513509929180145264e-01
3.731155872344970703e+00,-7.687419056892395020e-01
3.768844127655029297e+00,-2.070636153221130371e-01
3.806532621383666992e+00,-1.132349371910095215e-01
3.844221115112304688e+00,-6.145752072334289551e-01
3.881909608840942383e+00,-6.522988080978393555e-01
3.919598102569580078e+00,-1.008607149124145508e+00
3.957286357879638672e+00,-1.057849168777465820e+00
3.994974851608276367e+00,-9.807238578796386719e-01
4.032663345336914062e+00,-1.176172018051147461e+00
4.070351600646972656e+00,-1.291896581649780273e+00
4.108040332794189453e+00,-8.475934863090515137e-01
4.145728588104248047e+00,-1.245888948440551758e+00
4.183417320251464844e+00,-7.790440917015075684e-01
4.221105575561523438e+00,-6.853268146514892578e-01
4.258793830871582031e+00,-6.953647136688232422e-01
4.296482563018798828e+00,-9.853277206420898438e-01
4.334170818328857422e+00,-8.908212184906005859e-01
4.371859073638916016e+00,-6.609064340591430664e-01
4.409547805786132812e+00,-5.425436496734619141e-01
4.447236061096191406e+00,-1.522811412811279297e+00
4.484924793243408203e+00,-1.380380511283874512e+00
4.522613048553466797e+00,-1.098085880279541016e+00
4.560301303863525391e+00,-9.465032815933227539e-01
4.597990036010742188e+00,-1.272240877151489258e+00
4.635678291320800781e+00,-1.032066345214843750e+00
4.673367023468017578e+00,-9.825068712234497070e-01
4.711055278778076172e+00,-8.603046536445617676e-01
4.748743534088134766e+00,-6.872540712356567383e-01
4.786432266235351562e+00,-8.877784609794616699e-01
4.824120521545410156e+00,-1.042667627334594727e+00
4.861809253692626953e+00,-1.050536274909973145e+00
4.899497509002685547e+00,-8.293827772140502930e-01
4.937185764312744141e+00,-6.693799495697021484e-01
4.974874496459960938e+00,-1.135361433029174805e+00
5.012562751770019531e+00,-9.364871978759765625e-01
5.050251483917236328e+00,-7.268022894859313965e-01
5.087939739227294922e+00,-1.431532621383666992e+00
5.125627994537353516e+00,-1.333485484123229980e+00
5.163316726684570312e+00,-7.994351983070373535e-01
5.201004981994628906e+00,-1.222941279411315918e+00
5.238693237304687500e+00,-6.198160648345947266e-01
5.276381969451904297e+00,-6.193485260009765625e-01
5.314070224761962891e+00,-1.346863746643066406e+00
5.351758956909179688e+00,-5.280919075012207031e-01
5.389447212219238281e+00,-6.779863834381103516e-01
5.427135467529296875e+00,-9.218220710754394531e-01
5.464824199676513672e+00,-4.631811380386352539e-01
5.502512454986572266e+00,-6.771501302719116211e-01
5.540201187133789062e+00,-6.528628468513488770e-01
5.577889442443847656e+00,-4.707573652267456055e-01
5.615577697753906250e+00,-5.394324660301208496e-01
5.653266429901123047e+00,-8.085391521453857422e-01
5.690954685211181641e+00,-4.561092257499694824e-01
5.728643417358398438e+00,-1.784948110580444336e-01
5.766331672668457031e+00,-5.482112765312194824e-01
5.804019927978515625e+00,-4.291401207447052002e-01
5.841708660125732422e+00,-1.924513280391693115e-01
5.879396915435791016e+00,-5.226971507072448730e-01
5.917085647583007812e+00,-5.905984044075012207e-01
5.954773902893066406e+00,-4.261191785335540771e-01
5.992462158203125000e+00,-6.281044483184814453e-01
6.030150890350341797e+00,-3.816393315792083740e-01
6.067839145660400391e+00,-3.486897647380828857e-01
6.105527400970458984e+00,-4.161183834075927734e-01
6.143216133117675781e+00,-6.358654499053955078e-01
6.180904388427734375e+00,-1.205242425203323364e-01
6.218593120574951172e+00,9.701918810606002808e-02
6.256281375885009766e+00,2.754352986812591553e-02
6.293969631195068359e+00,-1.505790650844573975e-01
6.331658363342285156e+00,3.070682846009731293e-02
6.369346618652343750e+00,-1.132003664970397949e-01
6.407035350799560547e+00,5.717746019363403320e-01
6.444723606109619141e+00,2.555099129676818848e-01
6.482411861419677734e+00,2.847413718700408936e-01
6.520100593566894531e+00,2.995152771472930908e-01
6.557788848876953125e+00,4.466137588024139404e-01
6.595477581024169922e+00,6.950045824050903320e-01
6.633165836334228516e+00,8.325371146202087402e-02
6.670854091644287109e+00,5.738805532455444336e-01
6.708542823791503906e+00,5.687063932418823242e-02
6.746231079101562500e+00,6.727026104927062988e-01
6.783919811248779297e+00,-3.057335019111633301e-01
6.821608066558837891e+00,5.602607131004333496e-01
6.859296321868896484e+00,1.082694530487060547e-02
6.896985054016113281e+00,4.020384848117828369e-01
6.934673309326171875e+00,1.261025905609130859e+00
6.972362041473388672e+00,5.603109598159790039e-01
7.010050296783447266e+00,9.478023648262023926e-01
7.047738552093505859e+00,6.869213581085205078e-01
7.085427284240722656e+00,6.721971631050109863e-01
7.123115539550781250e+00,8.485464453697204590e-01
7.160803794860839844e+00,1.072529792785644531e+00
7.198492527008056641e+00,7.208083868026733398e-01
7.236180782318115234e+00,9.463117122650146484e-01
7.273869514465332031e+00,9.400154948234558105e-01
7.311557769775390625e+00,1.196321725845336914e+00
7.349246025085449219e+00,4.838226735591888428e-01
7.386934757232666016e+00,1.327559232711791992e+00
7.424623012542724609e+00,1.108478307723999023e+00
7.462311744689941406e+00,1.254681587219238281e+00
7.500000000000000000e+00,8.105579614639282227e-01
